drug,label,marketDate,bbwDate,prediction
viramune,1,2001-08-01,2005-02-01,0.74331550802139
enbrel,1,2003-01-02,2008-07-01,0.729885057471264
topamax,0,1997-01-01,NA,0.717032967032967
testim,1,2002-10-31,2009-09-01,0.650306748466258
androgel,1,2003-05-15,2009-05-07,0.648293963254593
levaquin,1,1996-12-20,2008-07-08,0.635869565217391
reyataz,0,2003-06-24,NA,0.622340425531915
exforge,1,2007-06-20,2008-07-01,0.61968085106383
wellbutrin xl,1,2003-10-08,2006-02-01,0.548209366391185
eloxatin,1,2006-06-02,2009-03-01,0.523809523809524
chantix,1,2006-05-10,2009-07-01,0.517808219178082
bystolic,0,2008-01-22,NA,0.45822102425876
sensipar,0,2004-04-04,NA,0.456338028169014
thalomid,1,2003-06-20,2006-05-01,0.451612903225806
invega,1,2006-12-19,2008-06-16,0.447643979057592
intuniv,0,2009-09-02,NA,0.443820224719101
lyrica,0,2004-12-30,NA,0.438144329896907
spiriva,0,2004-07-14,NA,0.371014492753623
humira,1,2002-12-30,2009-11-01,0.366197183098592
lantus,0,2002-06-04,NA,0.35509138381201
solodyn,0,2009-07-23,NA,0.35042735042735
tricor,0,2004-11-05,NA,0.337950138504155
rituxan,1,1997-11-26,2013-09-25,0.331506849315069
restasis,0,2003-04-01,NA,0.293478260869565
crestor,0,2003-08-18,NA,0.291784702549575
avastin,1,2004-02-26,2005-11-03,0.278514588859416
fentora,1,2006-09-25,2008-02-01,0.256906077348066
mirapex,0,2003-09-04,NA,0.255874673629243
zometa,0,2001-08-20,NA,0.236363636363636
ambien cr,0,2005-10-07,NA,0.235795454545455
oracea,0,2006-09-29,NA,0.234501347708895
cymbalta,1,2004-08-24,2012-10-01,0.226415094339623
amaryl,0,2009-06-18,NA,0.225071225071225
xgeva,0,2010-11-18,NA,0.22316384180791
gilenya,0,2010-09-21,NA,0.221052631578947
lucentis,0,2006-06-30,NA,0.220159151193634
januvia,0,2006-10-16,NA,0.213399503722084
novolog,0,2001-08-27,NA,0.211382113821138
levemir,0,2006-03-27,NA,0.207977207977208
velcade,0,2003-05-13,NA,0.206997084548105
byetta,0,2005-04-28,NA,0.200549450549451
neupogen,0,1994-06-08,NA,0.181556195965418
veramyst,0,2007-05-15,NA,0.165745856353591
trilipix,0,2008-12-15,NA,0.135359116022099
zegerid,0,2004-06-15,NA,0.134285714285714
flovent,0,2005-07-13,NA,0.126984126984127
kaletra,0,2006-04-11,NA,0.123655913978495
tiazac,0,2010-12-25,NA,0.123595505617978
lovaza,0,2008-10-21,NA,0.0991501416430595
lialda,0,2007-01-16,NA,0.0958904109589041
gleevec,0,2001-05-15,NA,0.0946745562130177
nuvigil,0,2009-05-26,NA,0.0926430517711172
zetia,0,2002-10-25,NA,0.0918918918918919
orencia,0,2009-01-01,NA,0.0887573964497041
xopenex hfa,0,2005-12-01,NA,0.0831234256926952
ultram er,0,2005-09-08,NA,0.0816326530612245
pravachol,0,2009-06-01,NA,0.0755813953488372
creon,0,2009-09-29,NA,0.0744047619047619
namenda,0,2003-10-16,NA,0.0743801652892562
afinitor,0,2009-03-31,NA,0.0716332378223496
copaxone,0,2008-04-28,NA,0.0691489361702128
xarelto,1,2011-07-01,2014-03-01,0.0596590909090909
isentress,0,2007-10-12,NA,0.0589970501474926
betaseron,0,2009-07-09,NA,0.0524781341107872
yaz,1,2006-03-16,2008-12-01,0.0512129380053908
prezista,0,2008-03-08,NA,0.0497237569060773
xyzal,0,2007-08-09,NA,0.032258064516129
dexilant,0,2010-04-12,NA,0.00265957446808511
