drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
afinitor	ROBUST	0	2009-03-31	NA	NA	1126	298	619	200	139.663974151858	696.54	-0.00492079479491891	0.701421351263645	-0.0634448546370758	0.661157885108501
amaryl	ROBUST	0	2009-06-18	NA	NA	121	56	96	56	810.625	453.267857142857	0.0614007027901155	0.87953491070609	-0.0223593340042871	0.887715632610582
ambien cr	ROBUST	0	2005-10-07	NA	NA	40	29	9	23	169.444444444444	131.521739130435	-0.00714855631588079	0.65166134498226	0.0104628318721446	0.539478200620957
androgel	BBW	1	2003-05-15	2009-05-07	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	31	54	216	84.5555555555556	-0.0625422088673147	0.564592954491451	-0.00456345276956088	0.79507797138343
avastin	BBW	1	2004-02-26	2005-11-03	GI perforation reported; d/c with GI perforation. Increased incidence of wound-healing and surgical complications; d/c at least 28 days prior to elective surgery. Do not initiate for at least 28 days after surgery and until surgical wound is fully healed. D/C with wound dehiscence. Severe or fatal hemorrhage, including hemoptysis, GI bleeding, CNS hemorrhage, epistaxis, and vaginal bleeding have occurred; avoid with serious hemorrhage or recent hemoptysis.	1454	66	70	78	151.742857142857	134.589743589744	0.169285574247942	0.386734073981733	-0.0348763624586995	0.460216991308941
betaseron	ROBUST	0	2009-07-09	NA	NA	30	16	20	9	282.25	290.666666666667	-0.00534474848464511	0.78043007578434	-0.00522497415568546	0.550010742502222
byetta	ROBUST	0	2005-04-28	NA	NA	138	54	31	66	278.032258064516	299.439393939394	0.134670917012241	0.707336290885583	0.0720891235160118	0.799544152905058
bystolic	ROBUST	0	2008-01-22	NA	NA	23	36	19	46	415.473684210526	140.521739130435	0.0891045266014599	0.428761674744854	0.111782934742723	0.780456825597246
chantix	BBW	1	2006-05-10	2009-07-01	Serious neuropsychiatric events including, but not limited to, depression, suicidal ideation, suicide attempt, and completed suicide reported. Some reported cases may be complicated by nicotine withdrawal symptoms in patients who stopped smoking. Monitor for neuropsychiatric symptoms, including changes in behavior, hostility, agitation, depressed mood, and suicide-related events. Worsening of preexisting psychiatric illness and completed suicide reported in some patients attempting to quit smoking while on therapy. Advise patients and caregivers that the patient should stop taking therapy and contact a healthcare provider immediately if agitation, hostility, depressed mood, changes in behavior or thinking, suicidal ideation, or suicidal behavior occurs. Safety and efficacy not established in patients with serious psychiatric illness (eg, schizophrenia, bipolar disorder, major depressive disorder). Weigh risks against benefits of use.	117	54	14	50	652.714285714286	501.34	0.200935619233151	0.354536208977928	0.234043775329768	0.810092587300982
copaxone	ROBUST	0	2008-04-28	NA	NA	43	24	20	12	469.05	507.666666666667	0.0251152096925529	0.712712314100121	0.0337152214016428	0.597829510457623
creon	ROBUST	0	2009-09-29	NA	NA	510	40	319	23	93.9404388714733	49.1304347826087	0.0576914647296625	0.549244248009639	-0.0386113026120836	0.252815617219767
crestor	ROBUST	0	2003-08-18	NA	NA	226	88	25	87	2739.12	647.35632183908	0.181166320712891	0.712634947775085	0.0881870039570951	0.886097614333374
cymbalta	BBW	1	2004-08-24	2012-10-01	Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. Monitor and observe closely for worsening, and for emergence of suicidal thoughts and behavior. Not approved for use in pediatric patients.	122	76	26	68	412.615384615385	205.897058823529	0.0080066320390843	0.596756204349051	0.116925338287123	0.850238355713901
dexilant	ROBUST	0	2010-04-12	NA	NA	89	55	51	21	426.411764705882	1962.52380952381	0.02977029939814	0.654835172955986	-0.0191582717259402	0.394681126916212
eloxatin	BBW	1	2006-06-02	2009-03-01	Anaphylactic reactions reported and may occur within min of administration. Epinephrine, corticosteroids, and antihistamines have been employed to alleviate symptoms of anaphylaxis.	1106	22	325	17	243.369230769231	184.647058823529	0.0319633107685171	0.823489497296763	-0.0111438541934556	0.811314785122346
enbrel	BBW	1	2003-01-02	2008-07-01	Increased risk for developing serious infections (eg, active tuberculosis [TB], latent TB reactivation, invasive fungal infections, bacterial/viral infections, opportunistic infections) leading to hospitalization or death, mostly with concomitant use with immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation of TB may present with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to therapy. Consider empiric antifungal therapy in patients at risk for invasive fungal infections who develop severe systemic illness. Monitor for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents.	164	93	33	94	117.363636363636	273.595744680851	-0.0741543889914901	0.813223166900795	-0.0125676322300805	0.810874173509925
exforge	BBW	1	2007-06-20	2008-07-01	D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.	17	9	12	16	1208.83333333333	548.375	0.116094549817019	0.32636495600331	0.146789552558334	0.720798558404325
fentora	BBW	1	2006-09-25	2008-02-01	Fatal respiratory depression may occur. Contraindicated in the management of acute or postoperative pain (eg, headache/migraine) and in opioid-nontolerant patients. Keep out of reach of children. Concomitant use with CYP3A4 inhibitors may increase plasma levels, and may cause fatal respiratory depression. Do not convert patients on a mcg-per-mcg basis from any other fentanyl products to Fentora. Do not substitute for any other fentanyl products; may result in fatal overdose. Contains fentanyl with abuse liability similar to other opioid analgesics. Available only through a restricted program called TIRF REMS Access program (Transmucosal Immediate Release Fentanyl Risk Evaluation Mitigation Strategy) due to risk of misuse, abuse, addiction, and overdose. Outpatients, healthcare professionals who prescribe to outpatients, pharmacies, and distributors must enroll in the program.	183	173	61	156	152.540983606557	134.538461538462	0.0802236913797011	0.86755108242656	0.0903089863977019	0.743596146263311
flovent	ROBUST	0	2005-07-13	NA	NA	290	157	54	164	632.777777777778	536.621951219512	0.0755512925966828	0.846256051193108	0.0810433956456785	0.728515034492825
gilenya	ROBUST	0	2010-09-21	NA	NA	39	24	29	21	698.551724137931	664.952380952381	-0.0636764348892249	0.625970454455666	0.013338786696091	0.34221574559081
gleevec	ROBUST	0	2001-05-15	NA	NA	460	28	17	29	365.235294117647	86.0689655172414	0.12472053609485	0.571123931358178	0.00648047507057709	0.348981177457743
humira	BBW	1	2002-12-30	2009-11-01	Increased risk of serious infections (eg, active tuberculosis [TB] including latent TB reactivation, invasive fungal, bacterial, viral, and other infections due to opportunistic pathogens) leading to hospitalization or death, mostly with concomitant use of immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation TB patients have frequently presented with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to adalimumab use. Invasive fungal infections reported; consider empiric antifungal therapy in patients at risk who develop severe systemic illness. Monitor patients closely for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents. Postmarketing cases of aggressive and fatal hepatosplenic T-cell lymphoma (HSTCL) reported in patients with Crohn's disease (CD) or ulcerative colitis (UC) and the majority were in adolescent and young adult males; all of these patients were treated concomitantly with azathioprine or 6-mercaptopurine.	181	75	10	79	1359.4	268.443037974684	0.124086181344841	0.818579718100284	0.127362280107371	0.731558193350719
intuniv	ROBUST	0	2009-09-02	NA	NA	28	14	21	14	203.761904761905	71.9285714285714	-0.00442200414508764	0.358765761029573	-0.16051398571135	0.450461128435833
invega	BBW	1	2006-12-19	2008-06-16	Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; most deaths appeared to be cardiovascular (CV) (eg, heart failure, sudden death) or infectious (eg, pneumonia) in nature. Not approved for the treatment of patients with dementia-related psychosis.	95	51	51	48	210.039215686275	172.916666666667	0.00907349623935982	0.814244556771819	-0.00854356545731921	0.763129441796451
isentress	ROBUST	0	2007-10-12	NA	NA	142	62	27	99	180.333333333333	90.9191919191919	0.0929727016256717	0.718955305422581	0.00378786837536432	0.656752474129141
januvia	ROBUST	0	2006-10-16	NA	NA	209	91	42	131	385.833333333333	240.824427480916	0.190203755633495	0.85479558643863	0.0133732813091542	0.812100867965728
kaletra	ROBUST	0	2006-04-11	NA	NA	172	89	100	119	338.82	109.36974789916	0.0199634322347028	0.741806046156974	0.00968028188922831	0.731779183624615
lantus	ROBUST	0	2002-06-04	NA	NA	224	177	14	216	1923.35714285714	253.87962962963	0.134090566689859	0.82999838901758	0.085464521347802	0.742668628199723
levaquin	BBW	1	1996-12-20	2008-07-08	Fluoroquinolones are associated with an increased risk of tendinitis and tendon rupture in all ages. Risk is further increased with patients >60 yrs of age, patients taking corticosteroids, and with kidney, heart, or lung transplants. May exacerbate muscle weakness with myasthenia gravis; avoid in patients with known history of myasthenia gravis.	100	43	11	62	507.545454545455	377.532258064516	0.146933059948659	0.416732958032127	0.14019039613839	0.596928306090575
levemir	ROBUST	0	2006-03-27	NA	NA	67	54	32	56	952.78125	172.982142857143	0.171318900538452	0.912221636393167	0.105787104200008	0.839322500124317
lialda	ROBUST	0	2007-01-16	NA	NA	101	17	33	14	309.30303030303	207.857142857143	0.0226869142341374	0.882161357786581	0.0279457279213722	0.642037765105317
lovaza	ROBUST	0	2008-10-21	NA	NA	61	34	20	22	960.2	67.6818181818182	-0.00125906836317058	0.61855965973744	-0.0267356479944204	0.655973470222235
lucentis	ROBUST	0	2006-06-30	NA	NA	274	68	26	81	336.653846153846	169.851851851852	0.0237238867878991	0.921954180786546	0.0322304601434885	0.772761132876464
lyrica	ROBUST	0	2004-12-30	NA	NA	182	84	15	88	333.133333333333	140.772727272727	0.069956010183029	0.701124005374385	0.373675834583988	0.846922040144109
mirapex	ROBUST	0	2003-09-04	NA	NA	73	29	9	26	174.333333333333	168.307692307692	0.0930536088073733	0.720145975664064	0.0866559070821251	0.707758712240169
namenda	ROBUST	0	2003-10-16	NA	NA	84	48	9	48	347.777777777778	86.5208333333333	0.0223235043086548	0.513071045625889	0.0780497598434736	0.688590148704063
neupogen	ROBUST	0	1994-06-08	NA	NA	868	12	17	12	290.823529411765	169.333333333333	0.0568985517604719	0.798295352443816	-0.0111334156130717	0.443428257717217
novolog	ROBUST	0	2001-08-27	NA	NA	195	110	21	134	1254.90476190476	227.455223880597	0.0412550972673471	0.902149051713098	0.0931298943621268	0.741446647380688
nuvigil	ROBUST	0	2009-05-26	NA	NA	116	27	72	11	152.333333333333	94.2727272727273	-0.101245665290727	0.748864823586228	-0.068069344800788	0.669457588636877
oracea	ROBUST	0	2006-09-29	NA	NA	108	38	27	33	196.703703703704	191.636363636364	0.0275958803906182	0.532742784338101	0.0603974702167657	0.690198154606541
orencia	ROBUST	0	2009-01-01	NA	NA	87	10	55	14	292.727272727273	261.571428571429	-0.144760443346504	0.787728381385141	-0.101437543993912	0.686044188215894
pravachol	ROBUST	0	2009-06-01	NA	NA	74	37	45	17	342.933333333333	1030.23529411765	-0.105671104394125	0.554156196599971	-0.0805902750624904	0.742876682828827
prezista	ROBUST	0	2008-03-08	NA	NA	112	36	49	60	297.244897959184	80.3666666666667	0.122777690241818	0.503953247783596	0.0128274807157961	0.596506299124801
restasis	ROBUST	0	2003-04-01	NA	NA	563	147	195	191	111.851282051282	156.785340314136	0.0288845972736451	0.736542730634199	-0.0413796785886645	0.642306637618646
reyataz	ROBUST	0	2003-06-24	NA	NA	109	53	11	100	257.454545454545	143.97	0.164061020628021	0.637003947863861	0.189425218996912	0.746283397396045
rituxan	BBW	1	1997-11-26	2013-09-25	Serious, including fatal infusion reactions reported; deaths within 24 hrs of infusion have occurred. Monitor patients closely. D/C for severe reaction and treat for Grade 3/4 reactions. Severe, including fatal, mucocutaneous reactions may occur. Hepatitis B virus (HBV) reactivation can occur, in some cases resulting in fulminant hepatitis, hepatic failure, and death. Screen all patients for HBV infection before treatment initiation; monitor patients during and after treatment. D/C therapy and concomitant medications in the event of HBV reactivation. Fatal progressive multifocal leukoencephalopathy (PML) may occur.	1261	50	11	54	121.545454545455	144.592592592593	0.153110727853877	0.475651484678893	0.126279909914216	0.681739220740505
sensipar	ROBUST	0	2004-04-04	NA	NA	35	18	9	18	281.333333333333	156.5	-0.0429674877161331	0.901532216449052	-0.0602545371187277	0.672930199245462
solodyn	ROBUST	0	2009-07-23	NA	NA	98	23	34	17	118	110.588235294118	-0.0774537794818981	0.470190804980357	0.00229614947405249	0.749175235718104
spiriva	ROBUST	0	2004-07-14	NA	NA	183	63	45	67	397.533333333333	568.253731343284	0.213627184633256	0.81097363909079	0.113438729052122	0.676537187211044
testim	BBW	1	2002-10-31	2009-09-01	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	25	58	241	93	-0.055750033565406	0.443916424285747	0.017425571133434	0.77919833512393
thalomid	BBW	1	2003-06-20	2006-05-01	Severe birth defects or embryo-fetal death may occur if taken during pregnancy. Should never be used by pregnant women or females who could become pregnant. Approved for marketing only under a special restricted distribution program called the "THALOMID REMS program." May increase risk of venous thromboembolism in patients with multiple myeloma, especially with standard chemotherapeutic agents including dexamethasone; observe for signs/symptoms of thromboembolism. Instruct patients to seek medical care if symptoms such as SOB, chest pain, or arm or leg swelling develop. Consider thromboprophylaxis based on assessment of individual's underlying risk factors.	418	9	112	13	135.785714285714	69.3846153846154	-0.00213618774484947	0.817007592593183	-0.0703335566380217	0.731491431825591
tiazac	ROBUST	0	2010-12-25	NA	NA	38	15	25	9	906.12	96.4444444444444	-0.220499197169823	0.481485968956147	-0.13930012221609	0.410517975202451
topamax	ROBUST	0	1997-01-01	NA	NA	146	47	12	54	115.916666666667	117.018518518519	0.364012579136249	0.443907668105324	0.310755819973743	0.744125213928425
tricor	ROBUST	0	2004-11-05	NA	NA	91	26	22	23	1566.31818181818	119.478260869565	-0.0292807431025402	0.65816575219217	0.0142707557382683	0.721128755043344
trilipix	ROBUST	0	2008-12-15	NA	NA	91	26	69	14	677.927536231884	134.214285714286	-0.0716538627912338	0.644544783692133	-0.0672043131977278	0.768426509373488
ultram er	ROBUST	0	2005-09-08	NA	NA	80	61	25	77	355.76	202.844155844156	0.0629495240974928	0.641384627698147	0.0995167106690078	0.694004257160915
velcade	ROBUST	0	2003-05-13	NA	NA	677	11	39	12	80.5384615384615	46.25	0.0756413583177653	0.656497504151643	-0.000192380053535446	0.337721845706148
veramyst	ROBUST	0	2007-05-15	NA	NA	290	157	99	123	487.383838383838	631.918699186992	0.0462483833218837	0.862025838501103	0.047911066292474	0.768900007720254
viramune	BBW	1	2001-08-01	2005-02-01	Severe, life-threatening, and in some cases fatal, hepatotoxicity (particularly in the first 18 weeks) and skin reactions (eg, Stevens-Johnson syndrome [SJS], toxic epidermal necrolysis [TEN], hypersensitivity reactions) reported. Increased risk of hepatotoxicity reported in women and patients with higher CD4	120	45	9	67	594.444444444444	215.791044776119	0.171035966916881	0.346257993634035	0.119154530396908	0.595916714162921
wellbutrin xl	BBW	1	2003-10-08	2006-02-01	Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior. Advise families and caregivers of the need for close observation and communication with the prescriber. Not approved for use in pediatric patients. Not approved for smoking cessation; neuropsychiatric reactions reported in patients taking bupropion for smoking cessation.	150	74	31	60	250.774193548387	432.666666666667	-0.0120653180507558	0.881852941653192	0.0107130396858565	0.78600721987161
xarelto	BBW	1	2011-07-01	2014-03-01	Premature discontinuation increases the risk of thrombotic events. If therapy is discontinued for a reason other than pathological bleeding or completion of a course of therapy, consider coverage with another anticoagulant. Epidural or spinal hematomas have occurred in patients treated with rivaroxaban who are receiving neuraxial anesthesia or undergoing spinal puncture; long-term or permanent paralysis may result. Increased risk of developing epidural or spinal hematomas in patients using indwelling epidural catheters, concomitant use of other drugs that affect hemostasis (eg, NSAIDs, platelet inhibitors, other anticoagulants), history of traumatic or repeated epidural or spinal puncture, history of spinal deformity or spinal surgery, and when optimal timing between the administration of therapy and neuraxial procedure is not known. Monitor frequently for signs/symptoms of neurological impairment; urgent treatment is necessary if neurological compromise occurs. Consider benefits and risks before neuraxial intervention in patients anticoagulated or to be anticoagulated for thromboprophylaxis.	77	21	34	16	2171.11764705882	315.25	-0.0606732470691988	0.799349369532725	-0.0273398888655529	0.69099656210189
xgeva	ROBUST	0	2010-11-18	NA	NA	75	12	40	17	991.325	98.5294117647059	-0.0559704376200407	0.755874986918711	-0.114170701612275	0.807702713885678
xopenex hfa	ROBUST	0	2005-12-01	NA	NA	223	85	47	103	304	492.349514563107	0.0933647201573605	0.794432905403817	0.0704568730174316	0.606344440042665
xyzal	ROBUST	0	2007-08-09	NA	NA	31	22	13	9	431.307692307692	197	0.0372619444613296	0.765632569418596	0.0201393415074339	0.693823809701413
yaz	BBW	1	2006-03-16	2008-12-01	Cigarette smoking increases the risk of serious cardiovascular events from combination oral contraceptive (COC) use. Risk increases with age (>35 yrs of age) and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke.	42	14	17	17	478	109.058823529412	-0.0507311105627735	0.644200536374939	0.0219884015397436	0.605898527448443
zegerid	ROBUST	0	2004-06-15	NA	NA	190	47	13	50	474.230769230769	318.54	0.104351925866352	0.545726530396108	0.0893790684021114	0.646667143166105
zetia	ROBUST	0	2002-10-25	NA	NA	132	68	11	67	775.363636363636	264.507462686567	0.0796109003598346	0.769604518797885	0.0831165527206844	0.697645738428152
zometa	ROBUST	0	2001-08-20	NA	NA	185	49	9	47	453.333333333333	158.574468085106	0.142382074015791	0.483057222532519	-0.0216881285737563	0.496371822483172
