drug,label,marketDate,bbwDate,prediction
enbrel,1,2003-01-02,2008-07-01,0.779661016949153
viramune,1,2001-08-01,2005-02-01,0.771428571428571
topamax,0,1997-01-01,NA,0.728767123287671
levaquin,1,1996-12-20,2008-07-08,0.638418079096045
testim,1,2002-10-31,2009-09-01,0.636604774535809
androgel,1,2003-05-15,2009-05-07,0.626702997275204
exforge,1,2007-06-20,2008-07-01,0.606837606837607
reyataz,0,2003-06-24,NA,0.591036414565826
chantix,1,2006-05-10,2009-07-01,0.578347578347578
wellbutrin xl,1,2003-10-08,2006-02-01,0.510144927536232
eloxatin,1,2006-06-02,2009-03-01,0.507204610951009
intuniv,0,2009-09-02,NA,0.490358126721763
bystolic,0,2008-01-22,NA,0.480225988700565
thalomid,1,2003-06-20,2006-05-01,0.474719101123595
sensipar,0,2004-04-04,NA,0.449197860962567
invega,1,2006-12-19,2008-06-16,0.408963585434174
lyrica,0,2004-12-30,NA,0.405684754521964
spiriva,0,2004-07-14,NA,0.398891966759003
tricor,0,2004-11-05,NA,0.39
lantus,0,2002-06-04,NA,0.36986301369863
humira,1,2002-12-30,2009-11-01,0.31638418079096
avastin,1,2004-02-26,2005-11-03,0.309090909090909
solodyn,0,2009-07-23,NA,0.306666666666667
rituxan,1,1997-11-26,2013-09-25,0.302325581395349
novolog,0,2001-08-27,NA,0.297520661157025
crestor,0,2003-08-18,NA,0.287598944591029
xgeva,0,2010-11-18,NA,0.279329608938547
ambien cr,0,2005-10-07,NA,0.273684210526316
lucentis,0,2006-06-30,NA,0.269021739130435
restasis,0,2003-04-01,NA,0.26027397260274
oracea,0,2006-09-29,NA,0.259358288770053
fentora,1,2006-09-25,2008-02-01,0.251381215469613
zometa,0,2001-08-20,NA,0.245231607629428
januvia,0,2006-10-16,NA,0.229219143576826
mirapex,0,2003-09-04,NA,0.227397260273973
levemir,0,2006-03-27,NA,0.221635883905013
amaryl,0,2009-06-18,NA,0.208092485549133
gilenya,0,2010-09-21,NA,0.207650273224044
byetta,0,2005-04-28,NA,0.18005540166205
neupogen,0,1994-06-08,NA,0.175792507204611
kaletra,0,2006-04-11,NA,0.160857908847185
velcade,0,2003-05-13,NA,0.148883374689826
flovent,0,2005-07-13,NA,0.146005509641873
trilipix,0,2008-12-15,NA,0.143250688705234
cymbalta,1,2004-08-24,2012-10-01,0.138504155124654
lialda,0,2007-01-16,NA,0.131233595800525
veramyst,0,2007-05-15,NA,0.126760563380282
zegerid,0,2004-06-15,NA,0.125356125356125
zetia,0,2002-10-25,NA,0.11214953271028
pravachol,0,2009-06-01,NA,0.112
ultram er,0,2005-09-08,NA,0.0991957104557641
nuvigil,0,2009-05-26,NA,0.0986666666666667
namenda,0,2003-10-16,NA,0.095959595959596
creon,0,2009-09-29,NA,0.0939226519337017
copaxone,0,2008-04-28,NA,0.0878552971576227
tiazac,0,2010-12-25,NA,0.0875331564986737
afinitor,0,2009-03-31,NA,0.0846994535519126
gleevec,0,2001-05-15,NA,0.0840336134453782
lovaza,0,2008-10-21,NA,0.0769230769230769
orencia,0,2009-01-01,NA,0.0753012048192771
xopenex hfa,0,2005-12-01,NA,0.0703125
xarelto,1,2011-07-01,2014-03-01,0.0638297872340425
prezista,0,2008-03-08,NA,0.063013698630137
betaseron,0,2009-07-09,NA,0.0575342465753425
isentress,0,2007-10-12,NA,0.0483870967741935
dexilant,0,2010-04-12,NA,0.0427350427350427
yaz,1,2006-03-16,2008-12-01,0.0378378378378378
xyzal,0,2007-08-09,NA,0.0324324324324324
