drug,label,marketDate,bbwDate,prediction
viramune,1,2001-08-01,2005-02-01,0.685636856368564
topamax,0,1997-01-01,NA,0.671052631578947
exforge,1,2007-06-20,2008-07-01,0.581196581196581
androgel,1,2003-05-15,2009-05-07,0.579514824797844
testim,1,2002-10-31,2009-09-01,0.570588235294118
chantix,1,2006-05-10,2009-07-01,0.564705882352941
enbrel,1,2003-01-02,2008-07-01,0.552699228791774
levaquin,1,1996-12-20,2008-07-08,0.550847457627119
reyataz,0,2003-06-24,NA,0.545706371191136
wellbutrin xl,1,2003-10-08,2006-02-01,0.50402144772118
afinitor,0,2009-03-31,NA,0.436170212765957
bystolic,0,2008-01-22,NA,0.426592797783933
intuniv,0,2009-09-02,NA,0.425196850393701
eloxatin,1,2006-06-02,2009-03-01,0.424501424501425
spiriva,0,2004-07-14,NA,0.422740524781341
sensipar,0,2004-04-04,NA,0.415549597855228
thalomid,1,2003-06-20,2006-05-01,0.406914893617021
velcade,0,2003-05-13,NA,0.401785714285714
levemir,0,2006-03-27,NA,0.377464788732394
humira,1,2002-12-30,2009-11-01,0.368279569892473
neupogen,0,1994-06-08,NA,0.358490566037736
avastin,1,2004-02-26,2005-11-03,0.348773841961853
crestor,0,2003-08-18,NA,0.334239130434783
restasis,0,2003-04-01,NA,0.310626702997275
rituxan,1,1997-11-26,2013-09-25,0.30812324929972
tricor,0,2004-11-05,NA,0.305405405405405
lyrica,0,2004-12-30,NA,0.299450549450549
zometa,0,2001-08-20,NA,0.279891304347826
invega,1,2006-12-19,2008-06-16,0.277472527472527
solodyn,0,2009-07-23,NA,0.25130890052356
byetta,0,2005-04-28,NA,0.249275362318841
lantus,0,2002-06-04,NA,0.241286863270777
zetia,0,2002-10-25,NA,0.22972972972973
novolog,0,2001-08-27,NA,0.228882833787466
xgeva,0,2010-11-18,NA,0.222222222222222
creon,0,2009-09-29,NA,0.215469613259669
amaryl,0,2009-06-18,NA,0.207282913165266
lialda,0,2007-01-16,NA,0.1976401179941
gleevec,0,2001-05-15,NA,0.195530726256983
ambien cr,0,2005-10-07,NA,0.193954659949622
gilenya,0,2010-09-21,NA,0.192200557103064
veramyst,0,2007-05-15,NA,0.19047619047619
lucentis,0,2006-06-30,NA,0.188679245283019
orencia,0,2009-01-01,NA,0.187335092348285
oracea,0,2006-09-29,NA,0.181102362204724
cymbalta,1,2004-08-24,2012-10-01,0.178272980501393
fentora,1,2006-09-25,2008-02-01,0.167525773195876
kaletra,0,2006-04-11,NA,0.165289256198347
januvia,0,2006-10-16,NA,0.163934426229508
mirapex,0,2003-09-04,NA,0.150793650793651
zegerid,0,2004-06-15,NA,0.148717948717949
namenda,0,2003-10-16,NA,0.142045454545455
isentress,0,2007-10-12,NA,0.139896373056995
nuvigil,0,2009-05-26,NA,0.128279883381924
pravachol,0,2009-06-01,NA,0.114441416893733
trilipix,0,2008-12-15,NA,0.110817941952507
flovent,0,2005-07-13,NA,0.109375
copaxone,0,2008-04-28,NA,0.108187134502924
lovaza,0,2008-10-21,NA,0.0956521739130435
tiazac,0,2010-12-25,NA,0.0881542699724518
xyzal,0,2007-08-09,NA,0.0849315068493151
ultram er,0,2005-09-08,NA,0.0786516853932584
prezista,0,2008-03-08,NA,0.0783289817232376
betaseron,0,2009-07-09,NA,0.064
dexilant,0,2010-04-12,NA,0.0601092896174863
xarelto,1,2011-07-01,2014-03-01,0.0451807228915663
xopenex hfa,0,2005-12-01,NA,0.0307262569832402
yaz,1,2006-03-16,2008-12-01,0.0234375
