drug,label,marketDate,bbwDate,prediction
enbrel,1,2003-01-02,2008-07-01,0.841688654353562
testim,1,2002-10-31,2009-09-01,0.738219895287958
androgel,1,2003-05-15,2009-05-07,0.73352435530086
viramune,1,2001-08-01,2005-02-01,0.685185185185185
chantix,1,2006-05-10,2009-07-01,0.643646408839779
exforge,1,2007-06-20,2008-07-01,0.634285714285714
intuniv,0,2009-09-02,NA,0.614987080103359
topamax,0,1997-01-01,NA,0.609289617486339
wellbutrin xl,1,2003-10-08,2006-02-01,0.582172701949861
eloxatin,1,2006-06-02,2009-03-01,0.506887052341598
reyataz,0,2003-06-24,NA,0.465608465608466
tricor,0,2004-11-05,NA,0.452442159383033
lyrica,0,2004-12-30,NA,0.430809399477807
invega,1,2006-12-19,2008-06-16,0.422872340425532
ambien cr,0,2005-10-07,NA,0.414084507042254
sensipar,0,2004-04-04,NA,0.412568306010929
solodyn,0,2009-07-23,NA,0.408695652173913
trilipix,0,2008-12-15,NA,0.362857142857143
thalomid,1,2003-06-20,2006-05-01,0.311475409836066
levaquin,1,1996-12-20,2008-07-08,0.311345646437995
spiriva,0,2004-07-14,NA,0.288607594936709
mirapex,0,2003-09-04,NA,0.288184438040346
levemir,0,2006-03-27,NA,0.283707865168539
bystolic,0,2008-01-22,NA,0.281976744186047
lantus,0,2002-06-04,NA,0.281914893617021
crestor,0,2003-08-18,NA,0.269333333333333
gilenya,0,2010-09-21,NA,0.264705882352941
byetta,0,2005-04-28,NA,0.218918918918919
avastin,1,2004-02-26,2005-11-03,0.215686274509804
cymbalta,1,2004-08-24,2012-10-01,0.214084507042254
rituxan,0,1997-11-26,NA,0.210382513661202
restasis,0,2003-04-01,NA,0.208450704225352
novolog,0,2001-08-27,NA,0.202156334231806
januvia,0,2006-10-16,NA,0.201101928374656
lucentis,0,2006-06-30,NA,0.184281842818428
fentora,1,2006-09-25,2008-02-01,0.175977653631285
amaryl,0,2009-06-18,NA,0.171875
afinitor,0,2009-03-31,NA,0.169971671388102
zometa,0,2001-08-20,NA,0.167123287671233
pravachol,0,2009-06-01,NA,0.154891304347826
lialda,0,2007-01-16,NA,0.153086419753086
neupogen,0,1994-06-08,NA,0.141618497109827
oracea,0,2006-09-29,NA,0.139664804469274
humira,1,2002-12-30,2009-11-01,0.139107611548556
orencia,0,2009-01-01,NA,0.126344086021505
velcade,0,2003-05-13,NA,0.120481927710843
zetia,0,2002-10-25,NA,0.112565445026178
flovent,0,2005-07-13,NA,0.105849582172702
lovaza,0,2008-10-21,NA,0.103825136612022
creon,0,2009-09-29,NA,0.0814249363867685
veramyst,0,2007-05-15,NA,0.0712250712250712
kaletra,0,2006-04-11,NA,0.0708215297450425
zegerid,0,2004-06-15,NA,0.0638888888888889
gleevec,0,2001-05-15,NA,0.0608695652173913
dexilant,0,2010-04-12,NA,0.0517241379310345
namenda,0,2003-10-16,NA,0.0459770114942529
xopenex hfa,0,2005-12-01,NA,0.0373333333333333
isentress,0,2007-10-12,NA,0.0362694300518135
yaz,1,2006-03-16,2008-12-01,0.035
copaxone,0,2008-04-28,NA,0.0229226361031519
ultram er,0,2005-09-08,NA,0.012987012987013
prezista,0,2008-03-08,NA,0.0117302052785924
xyzal,0,2007-08-09,NA,0.00900900900900901
