drug,label,marketDate,bbwDate,prediction
topamax,0,1997-01-01,NA,0.697674418604651
androgel,1,2003-05-15,2009-05-07,0.638586956521739
sensipar,0,2004-04-04,NA,0.608219178082192
exforge,1,2007-06-20,2008-07-01,0.602777777777778
afinitor,0,2009-03-31,NA,0.578512396694215
enbrel,1,2003-01-02,2008-07-01,0.568306010928962
chantix,1,2006-05-10,2009-07-01,0.543604651162791
avastin,1,2004-02-26,2005-11-03,0.512328767123288
testim,1,2002-10-31,2009-09-01,0.505181347150259
viramune,1,2001-08-01,2005-02-01,0.401055408970976
eloxatin,1,2006-06-02,2009-03-01,0.377464788732394
wellbutrin xl,1,2003-10-08,2006-02-01,0.367469879518072
restasis,0,2003-04-01,NA,0.34402332361516
tricor,0,2004-11-05,NA,0.336021505376344
invega,1,2006-12-19,2008-06-16,0.329700272479564
novolog,0,2001-08-27,NA,0.312320916905444
lucentis,0,2006-06-30,NA,0.306010928961749
levemir,0,2006-03-27,NA,0.304461942257218
rituxan,1,1997-11-26,2013-09-25,0.300268096514745
gleevec,0,2001-05-15,NA,0.286118980169972
oracea,0,2006-09-29,NA,0.276162790697674
reyataz,0,2003-06-24,NA,0.273504273504274
zometa,0,2001-08-20,NA,0.264367816091954
spiriva,0,2004-07-14,NA,0.255376344086022
lantus,0,2002-06-04,NA,0.253405994550409
prezista,0,2008-03-08,NA,0.237822349570201
mirapex,0,2003-09-04,NA,0.234285714285714
veramyst,0,2007-05-15,NA,0.23342175066313
bystolic,0,2008-01-22,NA,0.229508196721311
byetta,0,2005-04-28,NA,0.215538847117794
lyrica,0,2004-12-30,NA,0.211267605633803
ambien cr,0,2005-10-07,NA,0.210227272727273
zetia,0,2002-10-25,NA,0.206703910614525
levaquin,1,1996-12-20,2008-07-08,0.202857142857143
isentress,0,2007-10-12,NA,0.195402298850575
crestor,0,2003-08-18,NA,0.176178660049628
januvia,0,2006-10-16,NA,0.170454545454545
cymbalta,1,2004-08-24,2012-10-01,0.154494382022472
lovaza,0,2008-10-21,NA,0.154255319148936
kaletra,0,2006-04-11,NA,0.142441860465116
zegerid,0,2004-06-15,NA,0.119241192411924
humira,1,2002-12-30,2009-11-01,0.0949720670391061
flovent,0,2005-07-13,NA,0.078167115902965
namenda,0,2003-10-16,NA,0.0644329896907216
fentora,1,2006-09-25,2008-02-01,0.0605187319884726
ultram er,0,2005-09-08,NA,0.0408163265306122
xopenex hfa,0,2005-12-01,NA,0.0284090909090909
