drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
afinitor	ROBUST	0	2009-03-31	NA	NA	1126	298	619	39	139.663974151858	1476.48717948718	-0.024444760121613	0.661133720418529	-0.114495974726813	0.619200318580592
ambien cr	ROBUST	0	2005-10-07	NA	NA	40	29	9	15	169.444444444444	157.933333333333	-0.0494545521854058	0.612949187893484	-0.0343340532854354	0.532464360219061
androgel	BBW	1	2003-05-15	2009-05-07	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	31	37	216	81.4594594594595	-0.0713187870380206	0.55784896874124	-0.0189652624081593	0.792624142809676
avastin	BBW	1	2004-02-26	2005-11-03	GI perforation reported; d/c with GI perforation. Increased incidence of wound-healing and surgical complications; d/c at least 28 days prior to elective surgery. Do not initiate for at least 28 days after surgery and until surgical wound is fully healed. D/C with wound dehiscence. Severe or fatal hemorrhage, including hemoptysis, GI bleeding, CNS hemorrhage, epistaxis, and vaginal bleeding have occurred; avoid with serious hemorrhage or recent hemoptysis.	1454	66	70	30	151.742857142857	232.233333333333	0.135165812911069	0.295718490469019	-0.0872590248136421	0.472561807613982
byetta	ROBUST	0	2005-04-28	NA	NA	138	54	31	34	278.032258064516	66.2941176470588	0.136800946026443	0.721539049705611	0.0527804677666743	0.794872351896126
bystolic	ROBUST	0	2008-01-22	NA	NA	23	36	19	20	415.473684210526	184.55	0.0171993871870467	0.42591295681931	0.0545712635312761	0.71363280163455
chantix	BBW	1	2006-05-10	2009-07-01	Serious neuropsychiatric events including, but not limited to, depression, suicidal ideation, suicide attempt, and completed suicide reported. Some reported cases may be complicated by nicotine withdrawal symptoms in patients who stopped smoking. Monitor for neuropsychiatric symptoms, including changes in behavior, hostility, agitation, depressed mood, and suicide-related events. Worsening of preexisting psychiatric illness and completed suicide reported in some patients attempting to quit smoking while on therapy. Advise patients and caregivers that the patient should stop taking therapy and contact a healthcare provider immediately if agitation, hostility, depressed mood, changes in behavior or thinking, suicidal ideation, or suicidal behavior occurs. Safety and efficacy not established in patients with serious psychiatric illness (eg, schizophrenia, bipolar disorder, major depressive disorder). Weigh risks against benefits of use.	117	54	14	24	652.714285714286	236.5	0.166096381518703	0.274549814161238	0.214572205477447	0.792612059194471
crestor	ROBUST	0	2003-08-18	NA	NA	226	88	25	43	2739.12	816.674418604651	0.146603039546147	0.708305502547212	0.05852366172526	0.88019909881602
cymbalta	BBW	1	2004-08-24	2012-10-01	Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. Monitor and observe closely for worsening, and for emergence of suicidal thoughts and behavior. Not approved for use in pediatric patients.	122	76	26	45	412.615384615385	216.488888888889	-0.0214517237299816	0.600798508468137	0.0681193974619865	0.838443989556977
eloxatin	BBW	1	2006-06-02	2009-03-01	Anaphylactic reactions reported and may occur within min of administration. Epinephrine, corticosteroids, and antihistamines have been employed to alleviate symptoms of anaphylaxis.	1106	22	325	9	243.369230769231	248	-0.147843706067812	0.724172238989027	-0.110715616189804	0.698552016376642
enbrel	BBW	1	2003-01-02	2008-07-01	Increased risk for developing serious infections (eg, active tuberculosis [TB], latent TB reactivation, invasive fungal infections, bacterial/viral infections, opportunistic infections) leading to hospitalization or death, mostly with concomitant use with immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation of TB may present with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to therapy. Consider empiric antifungal therapy in patients at risk for invasive fungal infections who develop severe systemic illness. Monitor for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents.	164	93	33	60	117.363636363636	201.333333333333	-0.0875897307238929	0.815650879613226	-0.0360186911100596	0.815684967670313
exforge	BBW	1	2007-06-20	2008-07-01	D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.	17	9	12	10	1208.83333333333	692.4	0.0875681140612758	0.298413189423641	-0.0373201163776165	0.796186563236444
fentora	BBW	1	2006-09-25	2008-02-01	Fatal respiratory depression may occur. Contraindicated in the management of acute or postoperative pain (eg, headache/migraine) and in opioid-nontolerant patients. Keep out of reach of children. Concomitant use with CYP3A4 inhibitors may increase plasma levels, and may cause fatal respiratory depression. Do not convert patients on a mcg-per-mcg basis from any other fentanyl products to Fentora. Do not substitute for any other fentanyl products; may result in fatal overdose. Contains fentanyl with abuse liability similar to other opioid analgesics. Available only through a restricted program called TIRF REMS Access program (Transmucosal Immediate Release Fentanyl Risk Evaluation Mitigation Strategy) due to risk of misuse, abuse, addiction, and overdose. Outpatients, healthcare professionals who prescribe to outpatients, pharmacies, and distributors must enroll in the program.	183	173	61	45	152.540983606557	134.666666666667	0.00663160001953039	0.87547732257414	0.0455918703972044	0.732754079383516
flovent	ROBUST	0	2005-07-13	NA	NA	290	157	54	118	632.777777777778	252.508474576271	0.0676790628318269	0.864371269825918	0.0766127553850292	0.732959138219011
gleevec	ROBUST	0	2001-05-15	NA	NA	460	28	17	19	365.235294117647	78.9473684210526	0.073921779015962	0.595445956985879	0.0115651567449309	0.362440204000707
humira	BBW	1	2002-12-30	2009-11-01	Increased risk of serious infections (eg, active tuberculosis [TB] including latent TB reactivation, invasive fungal, bacterial, viral, and other infections due to opportunistic pathogens) leading to hospitalization or death, mostly with concomitant use of immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation TB patients have frequently presented with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to adalimumab use. Invasive fungal infections reported; consider empiric antifungal therapy in patients at risk who develop severe systemic illness. Monitor patients closely for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents. Postmarketing cases of aggressive and fatal hepatosplenic T-cell lymphoma (HSTCL) reported in patients with Crohn's disease (CD) or ulcerative colitis (UC) and the majority were in adolescent and young adult males; all of these patients were treated concomitantly with azathioprine or 6-mercaptopurine.	181	75	10	31	1359.4	192.483870967742	0.0933517072201752	0.76738011191447	0.100010084188279	0.747016652521864
invega	BBW	1	2006-12-19	2008-06-16	Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; most deaths appeared to be cardiovascular (CV) (eg, heart failure, sudden death) or infectious (eg, pneumonia) in nature. Not approved for the treatment of patients with dementia-related psychosis.	95	51	51	25	210.039215686275	167.68	-0.0324788913583644	0.717500596505537	-0.0170114822930406	0.765389835014624
isentress	ROBUST	0	2007-10-12	NA	NA	142	62	27	39	180.333333333333	73.9487179487179	0.0519566519212125	0.720261745249195	-0.0307936326240424	0.602389506401061
januvia	ROBUST	0	2006-10-16	NA	NA	209	91	42	40	385.833333333333	133.575	0.145376313494259	0.844301154657672	-0.00773539278785212	0.801114169087738
kaletra	ROBUST	0	2006-04-11	NA	NA	172	89	100	76	338.82	93.0921052631579	-0.012687040493885	0.720785979577819	-0.00828756705749245	0.708269265024611
lantus	ROBUST	0	2002-06-04	NA	NA	224	177	14	131	1923.35714285714	278.908396946565	0.122808581247464	0.823099103371618	0.0765714206112154	0.784769610987807
levaquin	BBW	1	1996-12-20	2008-07-08	Fluoroquinolones are associated with an increased risk of tendinitis and tendon rupture in all ages. Risk is further increased with patients >60 yrs of age, patients taking corticosteroids, and with kidney, heart, or lung transplants. May exacerbate muscle weakness with myasthenia gravis; avoid in patients with known history of myasthenia gravis.	100	43	11	40	507.545454545455	394.7	0.120831228449782	0.37735954009452	0.100485327349878	0.592025780606606
levemir	ROBUST	0	2006-03-27	NA	NA	67	54	32	33	952.78125	166.727272727273	0.146622781250922	0.887820598188577	0.0911366946055246	0.852363883242401
lovaza	ROBUST	0	2008-10-21	NA	NA	61	34	20	13	960.2	62.0769230769231	-0.0589817889183444	0.550371101003173	-0.0643899750290471	0.527582679674289
lucentis	ROBUST	0	2006-06-30	NA	NA	274	68	26	22	336.653846153846	134.318181818182	0.0143574497599771	0.869931586085887	0.0101531129841792	0.759851585339694
lyrica	ROBUST	0	2004-12-30	NA	NA	182	84	15	49	333.133333333333	130.204081632653	0.0485238218123208	0.723832790115215	0.343023090775498	0.823640344505488
mirapex	ROBUST	0	2003-09-04	NA	NA	73	29	9	18	174.333333333333	197.444444444444	0.0778633933173019	0.754605746411384	0.0620020517568384	0.698826165875991
namenda	ROBUST	0	2003-10-16	NA	NA	84	48	9	43	347.777777777778	87.3953488372093	0.011097129816555	0.488151077364616	0.0707029059073289	0.683800359438313
novolog	ROBUST	0	2001-08-27	NA	NA	195	110	21	80	1254.90476190476	249.5125	-0.00104708287637667	0.886448332744845	0.0735732057597301	0.790115390355963
oracea	ROBUST	0	2006-09-29	NA	NA	108	38	27	19	196.703703703704	212.315789473684	-0.00332759651443049	0.428953052793335	0.0165305812953746	0.647163028451373
prezista	ROBUST	0	2008-03-08	NA	NA	112	36	49	18	297.244897959184	46.1111111111111	0.0324611819097648	0.412657981798223	-0.0819450499505969	0.489997176281404
