drug,label,marketDate,bbwDate,prediction
topamax,0,1997-01-01,NA,0.531413612565445
restasis,0,2003-04-01,NA,0.365714285714286
chantix,1,2006-05-10,2009-07-01,0.343839541547278
invega,1,2006-12-19,2008-06-16,0.332402234636872
avastin,1,2004-02-26,2005-11-03,0.325581395348837
tricor,0,2004-11-05,NA,0.292479108635098
enbrel,1,2003-01-02,2008-07-01,0.286501377410468
androgel,1,2003-05-15,2009-05-07,0.266149870801034
spiriva,0,2004-07-14,NA,0.249343832020997
rituxan,1,1997-11-26,2013-09-25,0.236559139784946
isentress,0,2007-10-12,NA,0.228021978021978
novolog,0,2001-08-27,NA,0.224543080939948
veramyst,0,2007-05-15,NA,0.219444444444444
viramune,1,2001-08-01,2005-02-01,0.213114754098361
kaletra,0,2006-04-11,NA,0.209366391184573
gleevec,0,2001-05-15,NA,0.192837465564738
zometa,0,2001-08-20,NA,0.188630490956072
levaquin,1,1996-12-20,2008-07-08,0.1875
ambien cr,0,2005-10-07,NA,0.172307692307692
testim,1,2002-10-31,2009-09-01,0.161725067385445
oracea,0,2006-09-29,NA,0.151428571428571
mirapex,0,2003-09-04,NA,0.15
xopenex hfa,0,2005-12-01,NA,0.15
reyataz,0,2003-06-24,NA,0.146276595744681
wellbutrin xl,1,2003-10-08,2006-02-01,0.145251396648045
levemir,0,2006-03-27,NA,0.136239782016349
cymbalta,1,2004-08-24,2012-10-01,0.116666666666667
flovent,0,2005-07-13,NA,0.114525139664804
fentora,1,2006-09-25,2008-02-01,0.0911602209944751
zetia,0,2002-10-25,NA,0.0805555555555556
januvia,0,2006-10-16,NA,0.0789473684210526
bystolic,0,2008-01-22,NA,0.0737704918032787
byetta,0,2005-04-28,NA,0.0650887573964497
ultram er,0,2005-09-08,NA,0.064
crestor,0,2003-08-18,NA,0.0605187319884726
namenda,0,2003-10-16,NA,0.0518134715025907
lucentis,0,2006-06-30,NA,0.0472222222222222
humira,1,2002-12-30,2009-11-01,0.0450704225352113
lyrica,0,2004-12-30,NA,0.0427807486631016
zegerid,0,2004-06-15,NA,0.0350404312668464
lantus,0,2002-06-04,NA,0.0277777777777778
