drug,label,marketDate,bbwDate,prediction
enbrel,1,2003-01-02,2008-07-01,0.689373297002725
viramune,1,2001-08-01,2005-02-01,0.676549865229111
androgel,1,2003-05-15,2009-05-07,0.655172413793103
exforge,1,2007-06-20,2008-07-01,0.622950819672131
testim,1,2002-10-31,2009-09-01,0.613513513513513
chantix,1,2006-05-10,2009-07-01,0.586666666666667
creon,0,2009-09-29,NA,0.532763532763533
topamax,0,1997-01-01,NA,0.507936507936508
sensipar,0,2004-04-04,NA,0.456989247311828
invega,1,2006-12-19,2008-06-16,0.417789757412399
wellbutrin xl,1,2003-10-08,2006-02-01,0.397959183673469
bystolic,0,2008-01-22,NA,0.384393063583815
avastin,1,2004-02-26,2005-11-03,0.360313315926893
pravachol,0,2009-06-01,NA,0.328083989501312
amaryl,0,2009-06-18,NA,0.309090909090909
lantus,0,2002-06-04,NA,0.298666666666667
lyrica,0,2004-12-30,NA,0.292613636363636
rituxan,0,1997-11-26,NA,0.287671232876712
spiriva,0,2004-07-14,NA,0.275204359673025
reyataz,0,2003-06-24,NA,0.258333333333333
novolog,0,2001-08-27,NA,0.246458923512748
tricor,0,2004-11-05,NA,0.246031746031746
lucentis,0,2006-06-30,NA,0.240740740740741
januvia,0,2006-10-16,NA,0.237244897959184
eloxatin,1,2006-06-02,2009-03-01,0.220588235294118
levaquin,1,1996-12-20,2008-07-08,0.216901408450704
fentora,1,2006-09-25,2008-02-01,0.213698630136986
zometa,0,2001-08-20,NA,0.204022988505747
cymbalta,0,2004-08-24,NA,0.175438596491228
oracea,0,2006-09-29,NA,0.174033149171271
byetta,0,2005-04-28,NA,0.170103092783505
ambien cr,0,2005-10-07,NA,0.165775401069519
levemir,0,2006-03-27,NA,0.160220994475138
crestor,0,2003-08-18,NA,0.159383033419023
veramyst,0,2007-05-15,NA,0.158640226628895
zetia,0,2002-10-25,NA,0.154494382022472
afinitor,0,2009-03-31,NA,0.137535816618911
gleevec,0,2001-05-15,NA,0.137362637362637
restasis,0,2003-04-01,NA,0.134831460674157
mirapex,0,2003-09-04,NA,0.104651162790698
velcade,0,2003-05-13,NA,0.100574712643678
isentress,0,2007-10-12,NA,0.1
prezista,0,2008-03-08,NA,0.076056338028169
humira,1,2002-12-30,2009-11-01,0.0633608815426997
lovaza,0,2008-10-21,NA,0.0521978021978022
flovent,0,2005-07-13,NA,0.0465753424657534
kaletra,0,2006-04-11,NA,0.0437158469945355
namenda,0,2003-10-16,NA,0.0254957507082153
xopenex hfa,0,2005-12-01,NA,0.0163487738419619
zegerid,0,2004-06-15,NA,0.013262599469496
ultram er,0,2005-09-08,NA,0.00530503978779841
