drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
afinitor	ROBUST	0	2009-03-31	NA	NA	1126	298	619	73	139.663974151858	1171.45205479452	-0.0292540993755312	0.644299244985897	-0.0888428707083548	0.60482301416625
amaryl	ROBUST	0	2009-06-18	NA	NA	121	56	96	23	810.625	390.04347826087	-0.0489482137833111	0.901209844551798	-0.0730903121576225	0.819398855117984
ambien cr	ROBUST	0	2005-10-07	NA	NA	40	29	9	17	169.444444444444	142.647058823529	-0.0264979103004315	0.624292586077773	-0.0240300117862752	0.536182119106703
androgel	BBW	1	2003-05-15	2009-05-07	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	31	42	216	80.2857142857143	-0.0627154796652271	0.563433193645451	-0.0163291392808027	0.802572008451231
avastin	BBW	1	2004-02-26	2005-11-03	GI perforation reported; d/c with GI perforation. Increased incidence of wound-healing and surgical complications; d/c at least 28 days prior to elective surgery. Do not initiate for at least 28 days after surgery and until surgical wound is fully healed. D/C with wound dehiscence. Severe or fatal hemorrhage, including hemoptysis, GI bleeding, CNS hemorrhage, epistaxis, and vaginal bleeding have occurred; avoid with serious hemorrhage or recent hemoptysis.	1454	66	70	40	151.742857142857	187.275	0.140466509853384	0.285886524320169	-0.0725596970679421	0.433295914226153
byetta	ROBUST	0	2005-04-28	NA	NA	138	54	31	42	278.032258064516	395.333333333333	0.140249566524573	0.720429785766644	0.052195602906424	0.799798885050938
bystolic	ROBUST	0	2008-01-22	NA	NA	23	36	19	32	415.473684210526	161.90625	0.0558001003774967	0.404781830064079	0.0974753393506927	0.750784836048824
chantix	BBW	1	2006-05-10	2009-07-01	Serious neuropsychiatric events including, but not limited to, depression, suicidal ideation, suicide attempt, and completed suicide reported. Some reported cases may be complicated by nicotine withdrawal symptoms in patients who stopped smoking. Monitor for neuropsychiatric symptoms, including changes in behavior, hostility, agitation, depressed mood, and suicide-related events. Worsening of preexisting psychiatric illness and completed suicide reported in some patients attempting to quit smoking while on therapy. Advise patients and caregivers that the patient should stop taking therapy and contact a healthcare provider immediately if agitation, hostility, depressed mood, changes in behavior or thinking, suicidal ideation, or suicidal behavior occurs. Safety and efficacy not established in patients with serious psychiatric illness (eg, schizophrenia, bipolar disorder, major depressive disorder). Weigh risks against benefits of use.	117	54	14	30	652.714285714286	298.866666666667	0.178933739401458	0.299357072699155	0.217678507966968	0.813509864609213
creon	ROBUST	0	2009-09-29	NA	NA	510	40	319	9	93.9404388714733	66.7777777777778	-0.00636099718941763	0.326074917706669	-0.103590235651175	0.205321266330518
crestor	ROBUST	0	2003-08-18	NA	NA	226	88	25	51	2739.12	721.529411764706	0.162922133720959	0.716538755360928	0.071689673180457	0.883608136583811
cymbalta	BBW	1	2004-08-24	2012-10-01	Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. Monitor and observe closely for worsening, and for emergence of suicidal thoughts and behavior. Not approved for use in pediatric patients.	122	76	26	52	412.615384615385	209.384615384615	-0.0237890045467502	0.606990123691398	0.082148315656961	0.836235556182654
eloxatin	BBW	1	2006-06-02	2009-03-01	Anaphylactic reactions reported and may occur within min of administration. Epinephrine, corticosteroids, and antihistamines have been employed to alleviate symptoms of anaphylaxis.	1106	22	325	9	243.369230769231	248	-0.147843706067812	0.724172238989027	-0.110715616189804	0.698552016376642
enbrel	BBW	1	2003-01-02	2008-07-01	Increased risk for developing serious infections (eg, active tuberculosis [TB], latent TB reactivation, invasive fungal infections, bacterial/viral infections, opportunistic infections) leading to hospitalization or death, mostly with concomitant use with immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation of TB may present with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to therapy. Consider empiric antifungal therapy in patients at risk for invasive fungal infections who develop severe systemic illness. Monitor for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents.	164	93	33	65	117.363636363636	196.892307692308	-0.0850172114759782	0.807988827888894	-0.0249110853519648	0.818877514900318
exforge	BBW	1	2007-06-20	2008-07-01	D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.	17	9	12	14	1208.83333333333	601.285714285714	0.11607305034564	0.312696308871401	0.134643209971118	0.717006527624217
fentora	BBW	1	2006-09-25	2008-02-01	Fatal respiratory depression may occur. Contraindicated in the management of acute or postoperative pain (eg, headache/migraine) and in opioid-nontolerant patients. Keep out of reach of children. Concomitant use with CYP3A4 inhibitors may increase plasma levels, and may cause fatal respiratory depression. Do not convert patients on a mcg-per-mcg basis from any other fentanyl products to Fentora. Do not substitute for any other fentanyl products; may result in fatal overdose. Contains fentanyl with abuse liability similar to other opioid analgesics. Available only through a restricted program called TIRF REMS Access program (Transmucosal Immediate Release Fentanyl Risk Evaluation Mitigation Strategy) due to risk of misuse, abuse, addiction, and overdose. Outpatients, healthcare professionals who prescribe to outpatients, pharmacies, and distributors must enroll in the program.	183	173	61	59	152.540983606557	127.237288135593	0.0267836257338014	0.870350783927132	0.048354920189848	0.75625272576718
flovent	ROBUST	0	2005-07-13	NA	NA	290	157	54	129	632.777777777778	252.697674418605	0.0695704016615789	0.841776105872986	0.0749763582765963	0.719159576685675
gleevec	ROBUST	0	2001-05-15	NA	NA	460	28	17	21	365.235294117647	81.0952380952381	0.0846620120178577	0.610817217706296	0.00471876788080855	0.376823675898191
