drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
androgel	BBW	1	2003-05-15	2009-05-07	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	31	20	216	86.85	-0.0667091883091867	0.480205517973497	-0.0451265336107677	0.750734225010927
avastin	BBW	1	2004-02-26	2005-11-03	GI perforation reported; d/c with GI perforation. Increased incidence of wound-healing and surgical complications; d/c at least 28 days prior to elective surgery. Do not initiate for at least 28 days after surgery and until surgical wound is fully healed. D/C with wound dehiscence. Severe or fatal hemorrhage, including hemoptysis, GI bleeding, CNS hemorrhage, epistaxis, and vaginal bleeding have occurred; avoid with serious hemorrhage or recent hemoptysis.	1454	66	70	10	151.742857142857	418.3	0.17220453122127	0.505876229954084	-0.0749533545666163	0.513757140188679
crestor	ROBUST	0	2003-08-18	NA	NA	226	88	25	16	2739.12	139	0.106211633069386	0.727334066852584	0.0516837553537499	0.886731963368216
cymbalta	BBW	1	2004-08-24	2012-10-01	Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. Monitor and observe closely for worsening, and for emergence of suicidal thoughts and behavior. Not approved for use in pediatric patients.	122	76	26	22	412.615384615385	170.681818181818	-0.00627295235384295	0.590475026016603	0.0478309919341354	0.861860489300648
enbrel	BBW	1	2003-01-02	2008-07-01	Increased risk for developing serious infections (eg, active tuberculosis [TB], latent TB reactivation, invasive fungal infections, bacterial/viral infections, opportunistic infections) leading to hospitalization or death, mostly with concomitant use with immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation of TB may present with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to therapy. Consider empiric antifungal therapy in patients at risk for invasive fungal infections who develop severe systemic illness. Monitor for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents.	164	93	33	24	117.363636363636	263.375	-0.0951276801920576	0.788503021549696	-0.08224539296703	0.864801739692295
flovent	ROBUST	0	2005-07-13	NA	NA	290	157	54	30	632.777777777778	237.533333333333	0.00532597596148748	0.863176448997251	0.0297224732199173	0.701312966116934
humira	BBW	1	2002-12-30	2009-11-01	Increased risk of serious infections (eg, active tuberculosis [TB] including latent TB reactivation, invasive fungal, bacterial, viral, and other infections due to opportunistic pathogens) leading to hospitalization or death, mostly with concomitant use of immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation TB patients have frequently presented with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to adalimumab use. Invasive fungal infections reported; consider empiric antifungal therapy in patients at risk who develop severe systemic illness. Monitor patients closely for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents. Postmarketing cases of aggressive and fatal hepatosplenic T-cell lymphoma (HSTCL) reported in patients with Crohn's disease (CD) or ulcerative colitis (UC) and the majority were in adolescent and young adult males; all of these patients were treated concomitantly with azathioprine or 6-mercaptopurine.	181	75	10	13	1359.4	305.538461538462	0.0117151800954824	0.833654129947339	0.0472985708268732	0.814668617850631
lantus	ROBUST	0	2002-06-04	NA	NA	224	177	14	69	1923.35714285714	357.797101449275	0.107462156488389	0.834075365059223	0.0659614735213677	0.788065832826741
levaquin	BBW	1	1996-12-20	2008-07-08	Fluoroquinolones are associated with an increased risk of tendinitis and tendon rupture in all ages. Risk is further increased with patients >60 yrs of age, patients taking corticosteroids, and with kidney, heart, or lung transplants. May exacerbate muscle weakness with myasthenia gravis; avoid in patients with known history of myasthenia gravis.	100	43	11	15	507.545454545455	798.266666666667	0.0842031711268014	0.426551820717373	0.0558949892208836	0.566857951238238
lyrica	ROBUST	0	2004-12-30	NA	NA	182	84	15	19	333.133333333333	167.263157894737	-0.00164801723286756	0.685791477827159	0.271476554740251	0.816260428621723
