drug,label,marketDate,bbwDate,prediction
topamax,0,1997-01-01,NA,0.609289617486339
levaquin,1,1996-12-20,2008-07-08,0.342105263157895
zometa,0,2001-08-20,NA,0.205263157894737
reyataz,0,2003-06-24,NA,0.19364161849711
lantus,0,2002-06-04,NA,0.18232044198895
namenda,0,2003-10-16,NA,0.148541114058355
testim,1,2002-10-31,2009-09-01,0.116847826086957
zetia,0,2002-10-25,NA,0.111111111111111
novolog,0,2001-08-27,NA,0.0808625336927224
restasis,0,2003-04-01,NA,0.0717948717948718
cymbalta,1,2004-08-24,2012-10-01,0.041025641025641
flovent,0,2005-07-13,NA,0.0361111111111111
crestor,0,2003-08-18,NA,0.00795755968169761
androgel,1,2003-05-15,2009-05-07,0
enbrel,1,2003-01-02,2008-07-01,0
wellbutrin xl,1,2003-10-08,2006-02-01,0
viramune,1,2001-08-01,2005-02-01,NA
