drug,label,marketDate,bbwDate,prediction
topamax,0,1997-01-01,NA,0.856
levaquin,1,1996-12-20,2008-07-08,0.358441558441558
testim,1,2002-10-31,2009-09-01,0.23013698630137
lantus,0,2002-06-04,NA,0.197707736389685
reyataz,0,2003-06-24,NA,0.187667560321716
novolog,0,2001-08-27,NA,0.0646900269541779
zometa,0,2001-08-20,NA,0.064
flovent,0,2005-07-13,NA,0.0607594936708861
zetia,0,2002-10-25,NA,0.0603674540682415
restasis,0,2003-04-01,NA,0.0359116022099447
crestor,0,2003-08-18,NA,0.0029585798816568
androgel,1,2003-05-15,2009-05-07,0
cymbalta,1,2004-08-24,2012-10-01,0
enbrel,1,2003-01-02,2008-07-01,0
namenda,0,2003-10-16,NA,0
wellbutrin xl,1,2003-10-08,2006-02-01,0
viramune,1,2001-08-01,2005-02-01,NA
