drug,label,marketDate,bbwDate,prediction
androgel,1,2003-05-15,2009-05-07,0.716180371352785
testim,1,2002-10-31,2009-09-01,0.670553935860058
enbrel,1,2003-01-02,2008-07-01,0.622905027932961
chantix,1,2006-05-10,2009-07-01,0.57258064516129
exforge,1,2007-06-20,2008-07-01,0.558904109589041
wellbutrin xl,1,2003-10-08,2006-02-01,0.523121387283237
sensipar,0,2004-04-04,NA,0.521276595744681
topamax,0,1997-01-01,NA,0.479784366576819
solodyn,0,2009-07-23,NA,0.421965317919075
afinitor,0,2009-03-31,NA,0.386301369863014
thalomid,1,2003-06-20,2006-05-01,0.380952380952381
eloxatin,1,2006-06-02,2009-03-01,0.366492146596859
viramune,1,2001-08-01,2005-02-01,0.365284974093264
intuniv,0,2009-09-02,NA,0.36283185840708
byetta,0,2005-04-28,NA,0.359195402298851
neupogen,0,1994-06-08,NA,0.357558139534884
reyataz,0,2003-06-24,NA,0.336182336182336
tricor,0,2004-11-05,NA,0.332378223495702
velcade,0,2003-05-13,NA,0.31989247311828
spiriva,0,2004-07-14,NA,0.311572700296736
levaquin,1,1996-12-20,2008-07-08,0.292746113989637
trilipix,0,2008-12-15,NA,0.275204359673025
creon,0,2009-09-29,NA,0.272727272727273
pravachol,0,2009-06-01,NA,0.264462809917355
rituxan,1,1997-11-26,2013-09-25,0.23989218328841
veramyst,0,2007-05-15,NA,0.227848101265823
bystolic,0,2008-01-22,NA,0.226361031518625
lyrica,0,2004-12-30,NA,0.224
invega,1,2006-12-19,2008-06-16,0.222520107238606
restasis,0,2003-04-01,NA,0.220512820512821
lialda,0,2007-01-16,NA,0.21763085399449
amaryl,0,2009-06-18,NA,0.208695652173913
zometa,0,2001-08-20,NA,0.206128133704735
lantus,0,2002-06-04,NA,0.202127659574468
crestor,0,2003-08-18,NA,0.2
lucentis,0,2006-06-30,NA,0.191891891891892
ambien cr,0,2005-10-07,NA,0.179775280898876
januvia,0,2006-10-16,NA,0.165374677002584
fentora,1,2006-09-25,2008-02-01,0.16260162601626
zetia,0,2002-10-25,NA,0.162371134020619
lovaza,0,2008-10-21,NA,0.151436031331593
humira,1,2002-12-30,2009-11-01,0.144772117962467
avastin,1,2004-02-26,2005-11-03,0.14030612244898
gleevec,0,2001-05-15,NA,0.140161725067385
cymbalta,1,2004-08-24,2012-10-01,0.135204081632653
novolog,0,2001-08-27,NA,0.135064935064935
levemir,0,2006-03-27,NA,0.132315521628499
zegerid,0,2004-06-15,NA,0.122905027932961
yaz,1,2006-03-16,2008-12-01,0.111111111111111
isentress,0,2007-10-12,NA,0.0988372093023256
namenda,0,2003-10-16,NA,0.0978260869565217
prezista,0,2008-03-08,NA,0.0968586387434555
kaletra,0,2006-04-11,NA,0.0941176470588235
oracea,0,2006-09-29,NA,0.0921787709497207
mirapex,0,2003-09-04,NA,0.0846994535519126
flovent,0,2005-07-13,NA,0.0704225352112676
ultram er,0,2005-09-08,NA,0.0305555555555556
xopenex hfa,0,2005-12-01,NA,0.0254237288135593
