drug,label,marketDate,bbwDate,prediction
enbrel,1,2003-01-02,2008-07-01,0.830687830687831
androgel,1,2003-05-15,2009-05-07,0.730061349693252
testim,1,2002-10-31,2009-09-01,0.693181818181818
sensipar,0,2004-04-04,NA,0.597826086956522
exforge,1,2007-06-20,2008-07-01,0.597058823529412
chantix,1,2006-05-10,2009-07-01,0.591029023746702
wellbutrin xl,1,2003-10-08,2006-02-01,0.56
topamax,0,1997-01-01,NA,0.538681948424069
viramune,1,2001-08-01,2005-02-01,0.526717557251908
tricor,0,2004-11-05,NA,0.479224376731302
intuniv,0,2009-09-02,NA,0.471428571428571
solodyn,0,2009-07-23,NA,0.457534246575342
reyataz,0,2003-06-24,NA,0.44
eloxatin,1,2006-06-02,2009-03-01,0.371967654986523
trilipix,0,2008-12-15,NA,0.339473684210526
thalomid,1,2003-06-20,2006-05-01,0.328125
invega,1,2006-12-19,2008-06-16,0.324675324675325
lantus,0,2002-06-04,NA,0.318059299191375
levaquin,1,1996-12-20,2008-07-08,0.31767955801105
lyrica,0,2004-12-30,NA,0.276139410187668
pravachol,0,2009-06-01,NA,0.263456090651558
bystolic,0,2008-01-22,NA,0.256906077348066
rituxan,0,1997-11-26,NA,0.242253521126761
fentora,1,2006-09-25,2008-02-01,0.241791044776119
ambien cr,0,2005-10-07,NA,0.241286863270777
spiriva,0,2004-07-14,NA,0.23224043715847
neupogen,0,1994-06-08,NA,0.220994475138122
creon,0,2009-09-29,NA,0.213114754098361
byetta,0,2005-04-28,NA,0.212041884816754
lucentis,0,2006-06-30,NA,0.197969543147208
novolog,0,2001-08-27,NA,0.19327731092437
lovaza,0,2008-10-21,NA,0.190243902439024
zometa,0,2001-08-20,NA,0.182890855457227
januvia,0,2006-10-16,NA,0.173333333333333
humira,1,2002-12-30,2009-11-01,0.166666666666667
afinitor,0,2009-03-31,NA,0.16260162601626
crestor,0,2003-08-18,NA,0.161616161616162
velcade,0,2003-05-13,NA,0.161559888579387
amaryl,0,2009-06-18,NA,0.15014164305949
levemir,0,2006-03-27,NA,0.148825065274151
restasis,0,2003-04-01,NA,0.147826086956522
avastin,1,2004-02-26,2005-11-03,0.146276595744681
cymbalta,1,2004-08-24,2012-10-01,0.138461538461538
veramyst,0,2007-05-15,NA,0.128686327077748
gleevec,0,2001-05-15,NA,0.121813031161473
zetia,0,2002-10-25,NA,0.120643431635389
oracea,0,2006-09-29,NA,0.114583333333333
mirapex,0,2003-09-04,NA,0.096045197740113
yaz,1,2006-03-16,2008-12-01,0.0904255319148936
prezista,0,2008-03-08,NA,0.0831024930747922
zegerid,0,2004-06-15,NA,0.0798969072164948
lialda,0,2007-01-16,NA,0.0763157894736842
flovent,0,2005-07-13,NA,0.0753246753246753
isentress,0,2007-10-12,NA,0.0533707865168539
namenda,0,2003-10-16,NA,0.0340909090909091
kaletra,0,2006-04-11,NA,0.0323529411764706
xopenex hfa,0,2005-12-01,NA,0.0269461077844311
ultram er,0,2005-09-08,NA,0.003125
