drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
afinitor	ROBUST	0	2009-03-31	NA	NA	1126	298	619	178	139.663974151858	736.837078651685	-0.0116838331545001	0.687607397212254	-0.0628814769408403	0.661596719085692
amaryl	ROBUST	0	2009-06-18	NA	NA	121	56	96	44	810.625	510.295454545455	0.0437534694680994	0.887927730785398	-0.0332743371102082	0.870676249255276
ambien cr	ROBUST	0	2005-10-07	NA	NA	40	29	9	22	169.444444444444	135.136363636364	-0.00942581482052429	0.639186734990434	0.000505789193338602	0.533828869612805
androgel	BBW	1	2003-05-15	2009-05-07	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	31	53	216	85.3018867924528	-0.0622536918105936	0.557333982575721	-0.00656088653342313	0.795005972092457
avastin	BBW	1	2004-02-26	2005-11-03	GI perforation reported; d/c with GI perforation. Increased incidence of wound-healing and surgical complications; d/c at least 28 days prior to elective surgery. Do not initiate for at least 28 days after surgery and until surgical wound is fully healed. D/C with wound dehiscence. Severe or fatal hemorrhage, including hemoptysis, GI bleeding, CNS hemorrhage, epistaxis, and vaginal bleeding have occurred; avoid with serious hemorrhage or recent hemoptysis.	1454	66	70	72	151.742857142857	133.833333333333	0.157824376305321	0.362857081095808	-0.0445167954438667	0.454952583807221
betaseron	ROBUST	0	2009-07-09	NA	NA	30	16	20	9	282.25	290.666666666667	-0.00534474848464511	0.78043007578434	-0.00522497415568546	0.550010742502222
byetta	ROBUST	0	2005-04-28	NA	NA	138	54	31	50	278.032258064516	341.74	0.135896930858193	0.717799450753583	0.0605336823368209	0.809027088769797
bystolic	ROBUST	0	2008-01-22	NA	NA	23	36	19	43	415.473684210526	145.674418604651	0.085531105681094	0.444497481157722	0.102185540694628	0.774295230526252
chantix	BBW	1	2006-05-10	2009-07-01	Serious neuropsychiatric events including, but not limited to, depression, suicidal ideation, suicide attempt, and completed suicide reported. Some reported cases may be complicated by nicotine withdrawal symptoms in patients who stopped smoking. Monitor for neuropsychiatric symptoms, including changes in behavior, hostility, agitation, depressed mood, and suicide-related events. Worsening of preexisting psychiatric illness and completed suicide reported in some patients attempting to quit smoking while on therapy. Advise patients and caregivers that the patient should stop taking therapy and contact a healthcare provider immediately if agitation, hostility, depressed mood, changes in behavior or thinking, suicidal ideation, or suicidal behavior occurs. Safety and efficacy not established in patients with serious psychiatric illness (eg, schizophrenia, bipolar disorder, major depressive disorder). Weigh risks against benefits of use.	117	54	14	45	652.714285714286	520.6	0.201630407731874	0.311928893862146	0.217120715378725	0.824921363811183
copaxone	ROBUST	0	2008-04-28	NA	NA	43	24	20	11	469.05	524.727272727273	0.0172306251303867	0.678925780555032	0.0136840451361707	0.603014598963488
