drug,label,marketDate,bbwDate,prediction
topamax,0,1997-01-01,NA,0.733830845771144
viramune,1,2001-08-01,2005-02-01,0.720744680851064
enbrel,1,2003-01-02,2008-07-01,0.655263157894737
testim,1,2002-10-31,2009-09-01,0.622691292875989
androgel,1,2003-05-15,2009-05-07,0.620689655172414
chantix,1,2006-05-10,2009-07-01,0.565096952908587
exforge,1,2007-06-20,2008-07-01,0.549450549450549
reyataz,0,2003-06-24,NA,0.543661971830986
levaquin,1,1996-12-20,2008-07-08,0.49862258953168
wellbutrin xl,1,2003-10-08,2006-02-01,0.477572559366755
afinitor,0,2009-03-31,NA,0.473239436619718
eloxatin,1,2006-06-02,2009-03-01,0.472826086956522
levemir,0,2006-03-27,NA,0.445086705202312
intuniv,0,2009-09-02,NA,0.421917808219178
spiriva,0,2004-07-14,NA,0.414835164835165
velcade,0,2003-05-13,NA,0.408602150537634
restasis,0,2003-04-01,NA,0.399463806970509
sensipar,0,2004-04-04,NA,0.396739130434783
lyrica,0,2004-12-30,NA,0.392265193370166
neupogen,0,1994-06-08,NA,0.386486486486486
thalomid,1,2003-06-20,2006-05-01,0.340659340659341
avastin,1,2004-02-26,2005-11-03,0.337730870712401
zometa,0,2001-08-20,NA,0.315186246418338
crestor,0,2003-08-18,NA,0.308290155440414
byetta,0,2005-04-28,NA,0.301333333333333
bystolic,0,2008-01-22,NA,0.300261096605744
rituxan,1,1997-11-26,2013-09-25,0.294285714285714
tricor,0,2004-11-05,NA,0.284090909090909
lucentis,0,2006-06-30,NA,0.269633507853403
invega,1,2006-12-19,2008-06-16,0.259668508287293
creon,0,2009-09-29,NA,0.253602305475504
humira,1,2002-12-30,2009-11-01,0.252252252252252
veramyst,0,2007-05-15,NA,0.244444444444444
novolog,0,2001-08-27,NA,0.23546511627907
solodyn,0,2009-07-23,NA,0.23015873015873
amaryl,0,2009-06-18,NA,0.222811671087533
lantus,0,2002-06-04,NA,0.213483146067416
zetia,0,2002-10-25,NA,0.213333333333333
gleevec,0,2001-05-15,NA,0.208108108108108
fentora,1,2006-09-25,2008-02-01,0.205962059620596
oracea,0,2006-09-29,NA,0.200564971751412
januvia,0,2006-10-16,NA,0.188679245283019
mirapex,0,2003-09-04,NA,0.18230563002681
ambien cr,0,2005-10-07,NA,0.180851063829787
lialda,0,2007-01-16,NA,0.160664819944598
trilipix,0,2008-12-15,NA,0.145658263305322
xgeva,0,2010-11-18,NA,0.144736842105263
cymbalta,1,2004-08-24,2012-10-01,0.144278606965174
orencia,0,2009-01-01,NA,0.133903133903134
nuvigil,0,2009-05-26,NA,0.13314447592068
kaletra,0,2006-04-11,NA,0.117647058823529
isentress,0,2007-10-12,NA,0.108991825613079
namenda,0,2003-10-16,NA,0.105555555555556
gilenya,0,2010-09-21,NA,0.104166666666667
flovent,0,2005-07-13,NA,0.0984848484848485
ultram er,0,2005-09-08,NA,0.0926966292134832
xyzal,0,2007-08-09,NA,0.0817941952506596
zegerid,0,2004-06-15,NA,0.0801033591731266
xarelto,1,2011-07-01,2014-03-01,0.0666666666666667
pravachol,0,2009-06-01,NA,0.0542857142857143
lovaza,0,2008-10-21,NA,0.0476190476190476
dexilant,0,2010-04-12,NA,0.0447761194029851
prezista,0,2008-03-08,NA,0.0434782608695652
copaxone,0,2008-04-28,NA,0.0397877984084881
yaz,1,2006-03-16,2008-12-01,0.0254452926208651
betaseron,0,2009-07-09,NA,0.021978021978022
xopenex hfa,0,2005-12-01,NA,0.0188679245283019
